Annotator	Data set	ID	Text	Is it offensive?	Is it a slur?	Is it adjective nominalization	Is it distancing
B	D	4339	@NFLonFOX Random thought - If a bird crossing the path of a FG try were impacted by ball causing it to deflect off course. Re-kick or miss?	N	N	N	N
E	D	4339	@NFLonFOX Random thought - If a bird crossing the path of a FG try were impacted by ball causing it to deflect off course. Re-kick or miss?	N	N	N	N
F	D	4339	@NFLonFOX Random thought - If a bird crossing the path of a FG try were impacted by ball causing it to deflect off course. Re-kick or miss?	N	N	N	N
A	D	4328	@MyButtSweats ay nigguh so when ya coming back	N	Y	Y	N
C	D	4328	@MyButtSweats ay nigguh so when ya coming back	N	Y	N	N
E	D	4328	@MyButtSweats ay nigguh so when ya coming back	N	Y	N	N
B	D	4318	@MrsZookeeper @Cornfrmr When Mary asked him about it, said "the part you eat is white-you throw the yellow away"	N	N	N	N
E	D	4318	@MrsZookeeper @Cornfrmr When Mary asked him about it, said "the part you eat is white-you throw the yellow away"	N	N	N	N
F	D	4318	@MrsZookeeper @Cornfrmr When Mary asked him about it, said "the part you eat is white-you throw the yellow away"	N	N	N	N
A	D	4315	@Mr_Ritchie_J 5 of us decided to drink Everclear and go to a Yankees game.. Only two made it to their seat	N	N	N	N
C	D	4315	@Mr_Ritchie_J 5 of us decided to drink Everclear and go to a Yankees game.. Only two made it to their seat	N	Y	N	N
E	D	4315	@Mr_Ritchie_J 5 of us decided to drink Everclear and go to a Yankees game.. Only two made it to their seat	N	N	N	N
A	D	4296	@MrFayoh Im a proud wacko bird, how bout you?	N	N	N	N
C	D	4296	@MrFayoh Im a proud wacko bird, how bout you?	N	N	N	N
D	D	4296	@MrFayoh Im a proud wacko bird, how bout you?	N	N	N	N
A	D	4294	@Mr2damngood4u AS IN&gt; #nature #biology&gt; Dogs don't eat each other as much as birds do. Not everything is as it seems in human terms.	N	N	N	N
B	D	4294	@Mr2damngood4u AS IN&gt; #nature #biology&gt; Dogs don't eat each other as much as birds do. Not everything is as it seems in human terms.	N	N	N	N
D	D	4294	@Mr2damngood4u AS IN&gt; #nature #biology&gt; Dogs don't eat each other as much as birds do. Not everything is as it seems in human terms.	N	N	N	N
B	D	4289	Morning_Joe Wonder how many US citizens have joined ISIS after listening to Joe Scarborough trash this black President?	N	N	N	N
D	D	4289	Morning_Joe Wonder how many US citizens have joined ISIS after listening to Joe Scarborough trash this black President?	N	N	N	N
F	D	4289	Morning_Joe Wonder how many US citizens have joined ISIS after listening to Joe Scarborough trash this black President?	Y	Y	N	N
A	D	4288	@Morning_Joe If NBC has elected you to be a spokesman for NBC they are in a lot of trouble. I and friends will no longer watch NBC trash    1	Y	N	N	N
B	D	4288	@Morning_Joe If NBC has elected you to be a spokesman for NBC they are in a lot of trouble. I and friends will no longer watch NBC trash    1	N	N	N	N
C	D	4288	@Morning_Joe If NBC has elected you to be a spokesman for NBC they are in a lot of trouble. I and friends will no longer watch NBC trash    1	N	N	Y	N
A	D	4285	@MorganSmith_20 peace my negro !	N	Y	Y	N
B	D	4285	@MorganSmith_20 peace my negro !	N	Y	N	N
B	D	4285	@MorganSmith_20 peace my negro !	N	Y	N	N
C	D	4285	@MorganSmith_20 peace my negro !	N	Y	N	N
D	D	4285	@MorganSmith_20 peace my negro !	N	Y	N	N
E	D	4285	@MorganSmith_20 peace my negro !	N	Y	N	N
E	D	4285	@MorganSmith_20 peace my negro !	N	Y	N	N
F	D	4285	@MorganSmith_20 peace my negro !	N	Y	N	N
F	D	4285	@MorganSmith_20 peace my negro !	N	Y	N	N
A	D	4278	@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype	N	Y	Y	N
D	D	4278	@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype	N	Y	N	N
E	D	4278	@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype	N	Y	N	N
C	D	4267	@MitchVorce sheeze a yellow bone	Y	Y	Y	N
E	D	4267	@MitchVorce sheeze a yellow bone	N	N	N	N
F	D	4267	@MitchVorce sheeze a yellow bone	Y	Y	N	N
B	D	4260	@MissYankee @Sportsteamnews Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.	N	N	N	N
E	D	4260	@MissYankee @Sportsteamnews Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.	N	N	N	N
F	D	4260	@MissYankee @Sportsteamnews Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.	N	Y	N	N
A	D	4259	@MissStef0318 @_MariaPetrova teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism.	Y	Y	Y	N
C	D	4259	@MissStef0318 @_MariaPetrova teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism.	Y	Y	N	N
E	D	4259	@MissStef0318 @_MariaPetrova teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism.	N	N	N	N
B	D	4258	@MissRobinV that pic with the red bone in braids and that tiger in the back for sale?	N	N	N	N
E	D	4258	@MissRobinV that pic with the red bone in braids and that tiger in the back for sale?	N	N	N	N
F	D	4258	@MissRobinV that pic with the red bone in braids and that tiger in the back for sale?	N	N	N	N
B	D	4244	@MillerCoors Thanks for the follow guys! I'm enjoying a cold yellow belly right now.	N	N	N	N
C	D	4244	@MillerCoors Thanks for the follow guys! I'm enjoying a cold yellow belly right now.	N	N	N	N
F	D	4244	@MillerCoors Thanks for the follow guys! I'm enjoying a cold yellow belly right now.	N	N	N	N
B	D	4237	@MikesGraffix @MalachiDupre all that trash talk and we win championships!!! You're boring me dude #NationalChamps	N	N	N	N
C	D	4237	@MikesGraffix @MalachiDupre all that trash talk and we win championships!!! You're boring me dude #NationalChamps	N	N	N	N
F	D	4237	@MikesGraffix @MalachiDupre all that trash talk and we win championships!!! You're boring me dude #NationalChamps	N	N	N	N
A	D	4232	@MikeLuckas Oh, me, too! Pain meds just made my brain fuzzy and though Banjo Kazooie for a sec.	N	N	N	N
C	D	4232	@MikeLuckas Oh, me, too! Pain meds just made my brain fuzzy and though Banjo Kazooie for a sec.	N	N	N	N
D	D	4232	@MikeLuckas Oh, me, too! Pain meds just made my brain fuzzy and though Banjo Kazooie for a sec.	N	N	N	N
B	D	4230	@Mika_Tan would be perfect w/a graham cracker flavored bun or a maple dougnut bar.	N	N	N	N
D	D	4230	@Mika_Tan would be perfect w/a graham cracker flavored bun or a maple dougnut bar.	N	N	N	N
F	D	4230	@Mika_Tan would be perfect w/a graham cracker flavored bun or a maple dougnut bar.	N	N	N	N
A	D	4218	@Midnight_Snacka bitch when r u going to get ur round, I just fucking said this just proving my point	N	Y	Y	N
C	D	4218	@Midnight_Snacka bitch when r u going to get ur round, I just fucking said this just proving my point	Y	Y	N	N
E	D	4218	@Midnight_Snacka bitch when r u going to get ur round, I just fucking said this just proving my point	Y	Y	N	N
B	D	4199	@MeowMariss i thought i was the ghetto word for babe	N	Y	N	N
D	D	4199	@MeowMariss i thought i was the ghetto word for babe	Y	N	N	Y
F	D	4199	@MeowMariss i thought i was the ghetto word for babe	N	N	N	N
B	D	4198	@MenachemDreyfus @NatlFascist88 @waspnse Shit your ass and shabbat your moms pussy u Jew bastard. Ur times coming. Heil Hitler!	Y	Y	N	N
C	D	4198	@MenachemDreyfus @NatlFascist88 @waspnse Shit your ass and shabbat your moms pussy u Jew bastard. Ur times coming. Heil Hitler!	Y	Y	N	N
F	D	4198	@MenachemDreyfus @NatlFascist88 @waspnse Shit your ass and shabbat your moms pussy u Jew bastard. Ur times coming. Heil Hitler!	Y	Y	Y	N
A	D	4185	@McSheeti means trash lol	Y	N	Y	N
D	D	4185	@McSheeti means trash lol	N	N	N	N
E	D	4185	@McSheeti means trash lol	N	N	N	N
A	D	4184	@McLaffyTaffy Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.	Y	N	N	N
B	D	4184	@McLaffyTaffy Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.	N	N	N	N
C	D	4184	@McLaffyTaffy Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.	Y	Y	N	N
A	D	4183	@McLaffyTaffy "The Yankees of football" was the funniest part of your latest video. Sincerely, all of Pittsburgh.	N	N	N	N
C	D	4183	@McLaffyTaffy "The Yankees of football" was the funniest part of your latest video. Sincerely, all of Pittsburgh.	N	Y	N	N
D	D	4183	@McLaffyTaffy "The Yankees of football" was the funniest part of your latest video. Sincerely, all of Pittsburgh.	N	N	N	N
B	D	4180	@Maxwell_Larsen your a cunt	Y	Y	N	N
C	D	4180	@Maxwell_Larsen your a cunt	Y	Y	N	N
F	D	4180	@Maxwell_Larsen your a cunt	Y	Y	N	N
B	D	4168	@MattLaCasse His do not, until playoffs. But luckily, this means that any future kid will definitely root for the Yanks. #priorities	N	N	N	N
C	D	4168	@MattLaCasse His do not, until playoffs. But luckily, this means that any future kid will definitely root for the Yanks. #priorities	N	Y	N	N
F	D	4168	@MattLaCasse His do not, until playoffs. But luckily, this means that any future kid will definitely root for the Yanks. #priorities	N	N	N	N
A	D	4167	@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo	Y	Y	Y	N
B	D	4167	@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo	Y	Y	N	N
D	D	4167	@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo	Y	Y	N	N
B	D	4166	@Mathanugg You mean the one I colored with crayons isn't copacetic?	N	N	N	N
C	D	4166	@Mathanugg You mean the one I colored with crayons isn't copacetic?	N	N	N	N
F	D	4166	@Mathanugg You mean the one I colored with crayons isn't copacetic?	N	N	N	N
B	D	4161	"@Marlon_N_Gaines I am brown , while you are black and ignorant, your stupidity makes me sick, typical thug looking nigger.	Y	Y	N	N
E	D	4161	"@Marlon_N_Gaines I am brown , while you are black and ignorant, your stupidity makes me sick, typical thug looking nigger.	Y	Y	N	N
F	D	4161	"@Marlon_N_Gaines I am brown , while you are black and ignorant, your stupidity makes me sick, typical thug looking nigger.	Y	Y	N	N
A	D	4161	It's stuff like this that makes black people look retarded. It's not expressing yourself its stupidity http://t.co/MxbGfP	Y	Y	N	N
B	D	4161	It's stuff like this that makes black people look retarded. It's not expressing yourself its stupidity http://t.co/MxbGfP	Y	Y	N	N
D	D	4161	It's stuff like this that makes black people look retarded. It's not expressing yourself its stupidity http://t.co/MxbGfP	Y	Y	N	N
A	D	4157	@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!!	Y	N	N	N
B	D	4157	@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!!	Y	N	N	N
C	D	4157	@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!!	Y	N	N	N
A	D	4157	@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!! 4158 3 1 2 0 1	Y	N	N	N
C	D	4157	@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!! 4158 3 1 2 0 1	Y	N	N	N
E	D	4157	@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!! 4158 3 1 2 0 1	Y	N	N	N
A	D	4152	@MarieJoseGMH @DWB666 @seahopke @zenterrorist86 tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet is t zebra of een aap	N	N	N	N
C	D	4152	@MarieJoseGMH @DWB666 @seahopke @zenterrorist86 tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet is t zebra of een aap	N	N	N	N
D	D	4152	@MarieJoseGMH @DWB666 @seahopke @zenterrorist86 tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet is t zebra of een aap				
B	D	4140	@MannyPacquiao thank you for proving my bitch ass wrong tonight.	N	Y	N	N
D	D	4140	@MannyPacquiao thank you for proving my bitch ass wrong tonight.	N	Y	N	N
F	D	4140	@MannyPacquiao thank you for proving my bitch ass wrong tonight.	N	Y	N	N
A	D	4129	@MaddSlander &#128514; welcome back b.. without your daily rants my TL was trash af	N	N	N	N
B	D	4129	@MaddSlander &#128514; welcome back b.. without your daily rants my TL was trash af	N	N	N	N
D	D	4129	@MaddSlander &#128514; welcome back b.. without your daily rants my TL was trash af	N	N	N	N
A	D	4124	@Machell1123 i hope you get better soon! colds are for the birds	N	N	N	N
B	D	4124	@Machell1123 i hope you get better soon! colds are for the birds	N	N	N	N
C	D	4124	@Machell1123 i hope you get better soon! colds are for the birds	N	N	N	N
B	D	4118	@M_A_Larson @SteveStreza You're saying zebras are goth?	N	N	N	N
C	D	4118	@M_A_Larson @SteveStreza You're saying zebras are goth?	N	N	N	N
F	D	4118	@M_A_Larson @SteveStreza You're saying zebras are goth?	N	N	N	N
A	D	4114	@MSoltan18 @KoredeB9 I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points	Y	N	N	N
C	D	4114	@MSoltan18 @KoredeB9 I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points	N	N	Y	N
D	D	4114	@MSoltan18 @KoredeB9 I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points	N	N	N	N
A	D	4113	@MSoltan18 @Jordan23Junkies it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass	N	N	N	N
B	D	4113	@MSoltan18 @Jordan23Junkies it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass	N	N	N	N
D	D	4113	@MSoltan18 @Jordan23Junkies it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass	N	N	N	N
D	D	4113	@MSoltan18 @Jordan23Junkies it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass	N	N	N	N
E	D	4113	@MSoltan18 @Jordan23Junkies it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass	N	N	N	N
F	D	4113	@MSoltan18 @Jordan23Junkies it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass	N	N	N	N
B	D	4102	@MC_JayTee lol I already made it. I'm waiting on my brownies to finish &#128526;	N	N	N	N
D	D	4102	@MC_JayTee lol I already made it. I'm waiting on my brownies to finish &#128526;	N	N	N	N
F	D	4102	@MC_JayTee lol I already made it. I'm waiting on my brownies to finish &#128526;	N	N	N	N
A	D	4097	@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.	N	N	N	N
B	D	4097	@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.	N	N	N	N
B	D	4097	@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.	N	N	N	N
D	D	4097	@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.	N	N	N	N
D	D	4097	@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.	N	N	N	N
E	D	4097	@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.	N	N	N	N
E	D	4097	@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.	N	N	N	N
F	D	4097	@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.	N	N	N	N
F	D	4097	@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.	N	N	N	N
B	D	4083	@Lucci_Dpc What did I prove for you? That you're blissfully ignorant? Group thinker? Political chump and race traitor?	Y	N	N	N
D	D	4083	@Lucci_Dpc What did I prove for you? That you're blissfully ignorant? Group thinker? Political chump and race traitor?	Y	N	N	Y
F	D	4083	@Lucci_Dpc What did I prove for you? That you're blissfully ignorant? Group thinker? Political chump and race traitor?	Y	Y	N	Y
C	D	4077	@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.	N	N	N	N
E	D	4077	@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.	N	N	N	N
F	D	4077	@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.	N	N	N	N
A	D	4071	LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists ,Congies and delusional Retards	Y	Y	Y	Y
C	D	4071	LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists ,Congies and delusional Retards	Y	Y	N	N
E	D	4071	LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists ,Congies and delusional Retards	Y	Y	N	Y
A	D	4069	@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.	Y	Y	Y	N
C	D	4069	@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.	Y	Y	N	N
E	D	4069	@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.	Y	Y	N	N
B	D	4034	@LifeAsKing Naw... I'm trash... Keep ya pity hugs...&#128530;&#128133;	N	N	N	N
C	D	4034	@LifeAsKing Naw... I'm trash... Keep ya pity hugs...&#128530;&#128133;	N	N	Y	N
F	D	4034	@LifeAsKing Naw... I'm trash... Keep ya pity hugs...&#128530;&#128133;	N	Y	N	N
D	D	4033	@LifeAsKing I've only like about 3 pair..they're overpriced trash ..	N	N	N	N
D	D	4033	@LifeAsKing I've only like about 3 pair..they're overpriced trash ..	N	N	N	N
E	D	4033	@LifeAsKing I've only like about 3 pair..they're overpriced trash ..	N	N	N	N
F	D	4033	@LifeAsKing I've only like about 3 pair..they're overpriced trash ..	N	N	N	N
C	D	4030	@LiamGeraldShone @AranNicolWHUFC @DSaend ur a fucking half breed dog. Stop acting	Y	N	N	N
E	D	4030	@LiamGeraldShone @AranNicolWHUFC @DSaend ur a fucking half breed dog. Stop acting	Y	N	N	N
F	D	4030	@LiamGeraldShone @AranNicolWHUFC @DSaend ur a fucking half breed dog. Stop acting	Y	Y	N	N
A	D	4026	@LexVan13 go back to nigeria faggot	Y	Y	Y	N
B	D	4026	@LexVan13 go back to nigeria faggot	Y	Y	N	N
D	D	4026	@LexVan13 go back to nigeria faggot	Y	Y	N	N
A	D	4025	@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.	Y	Y	Y	N
C	D	4025	@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.	N	Y	Y	N
D	D	4025	@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.	Y	Y	N	N
D	D	4023	@LessThanJR And the Yankees gave you a win. :) Happy Birthday!!	N	N	N	N
D	D	4023	@LessThanJR And the Yankees gave you a win. :) Happy Birthday!!	N	N	N	N
E	D	4023	@LessThanJR And the Yankees gave you a win. :) Happy Birthday!!	N	N	N	N
F	D	4023	@LessThanJR And the Yankees gave you a win. :) Happy Birthday!!	N	N	N	N
A	D	4016	@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.	Y	Y	Y	N
B	D	4016	@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.	Y	Y	N	N
D	D	4016	@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.	Y	Y	N	N
D	D	4002	@Latrobemark niggahs be like im draggn my nutts in 2 degree weather , out tgere Frozed like a bitch	N	Y	N	N
D	D	4002	@Latrobemark niggahs be like im draggn my nutts in 2 degree weather , out tgere Frozed like a bitch	N	Y	N	N
E	D	4002	@Latrobemark niggahs be like im draggn my nutts in 2 degree weather , out tgere Frozed like a bitch	N	Y	N	N
F	D	4002	@Latrobemark niggahs be like im draggn my nutts in 2 degree weather , out tgere Frozed like a bitch	Y	Y	N	Y
C	D	3999	@LandonVanBus Charlie Day?	N	N	N	N
E	D	3999	@LandonVanBus Charlie Day?	N	N	N	N
F	D	3999	@LandonVanBus Charlie Day?	N	N	N	N
A	D	3985	@LILBTHEBASEDGOD "I'm a dirty ass nigga with a clean dick. Fucked a bitch in her ass then she sucked my dick." omg Lil B we aren't ready.	Y	Y	Y	N
